timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1716099818774,10,HTTP Request,200,,Thread Group 3 3-4,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,10,0,0
1716099818784,9,HTTP Request,200,,Thread Group 3 3-4,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099818794,10,HTTP Request,200,,Thread Group 3 3-4,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,10,0,0
1716099818804,9,HTTP Request,200,,Thread Group 3 3-4,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099818814,9,HTTP Request,200,,Thread Group 3 3-4,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099818823,12,HTTP Request,200,,Thread Group 3 3-4,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,12,0,0
1716099818836,13,HTTP Request,200,,Thread Group 3 3-4,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,13,0,0
1716099818849,18,HTTP Request,200,,Thread Group 3 3-4,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,18,0,0
1716099818868,10,HTTP Request,200,,Thread Group 3 3-4,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099819761,34,HTTP Request,200,,Thread Group 3 3-5,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,34,0,1
1716099819797,10,HTTP Request,200,,Thread Group 3 3-5,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,10,0,0
1716099819807,20,HTTP Request,200,,Thread Group 3 3-5,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,20,0,0
1716099819827,10,HTTP Request,200,,Thread Group 3 3-5,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099819837,10,HTTP Request,200,,Thread Group 3 3-5,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,10,0,0
1716099819848,9,HTTP Request,200,,Thread Group 3 3-5,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099819858,10,HTTP Request,200,,Thread Group 3 3-5,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,10,0,0
1716099819868,11,HTTP Request,200,,Thread Group 3 3-5,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,11,0,0
1716099819880,9,HTTP Request,200,,Thread Group 3 3-5,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099819890,9,HTTP Request,200,,Thread Group 3 3-5,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099820760,13,HTTP Request,200,,Thread Group 3 3-6,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,13,0,1
1716099820774,11,HTTP Request,200,,Thread Group 3 3-6,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,11,0,0
1716099820785,9,HTTP Request,200,,Thread Group 3 3-6,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099820795,8,HTTP Request,200,,Thread Group 3 3-6,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,8,0,0
1716099820804,9,HTTP Request,200,,Thread Group 3 3-6,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099820813,19,HTTP Request,200,,Thread Group 3 3-6,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,19,0,0
1716099820833,10,HTTP Request,200,,Thread Group 3 3-6,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,10,0,0
1716099820843,10,HTTP Request,200,,Thread Group 3 3-6,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099820853,9,HTTP Request,200,,Thread Group 3 3-6,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099820862,9,HTTP Request,200,,Thread Group 3 3-6,text,true,,8435,385,1,1,http://localhost:8080/api/v1/categories/all,8,0,0
1716099821761,11,HTTP Request,200,,Thread Group 3 3-7,text,true,,8435,385,1,2,http://localhost:8080/api/v1/categories/all,11,0,1
1716099821772,10,HTTP Request,200,,Thread Group 3 3-7,text,true,,8485,385,1,2,http://localhost:8080/api/v1/categories/all,10,0,0
1716099821782,10,HTTP Request,200,,Thread Group 3 3-7,text,true,,8535,385,1,2,http://localhost:8080/api/v1/categories/all,10,0,0
1716099821792,10,HTTP Request,200,,Thread Group 3 3-7,text,true,,8535,385,1,2,http://localhost:8080/api/v1/categories/all,10,0,0
1716099821803,9,HTTP Request,200,,Thread Group 3 3-7,text,true,,8585,385,1,2,http://localhost:8080/api/v1/categories/all,9,0,0
1716099821812,9,HTTP Request,200,,Thread Group 3 3-7,text,true,,8640,385,1,2,http://localhost:8080/api/v1/categories/all,9,0,0
1716099821822,9,HTTP Request,200,,Thread Group 3 3-7,text,true,,8640,385,1,2,http://localhost:8080/api/v1/categories/all,9,0,0
1716099821832,9,HTTP Request,200,,Thread Group 3 3-7,text,true,,8691,385,1,2,http://localhost:8080/api/v1/categories/all,9,0,0
1716099821842,9,HTTP Request,200,,Thread Group 3 3-7,text,true,,8741,385,1,2,http://localhost:8080/api/v1/categories/all,9,0,0
1716099821851,9,HTTP Request,200,,Thread Group 3 3-7,text,true,,8741,385,1,2,http://localhost:8080/api/v1/categories/all,8,0,0
1716099822763,24,HTTP Request,200,,Thread Group 3 3-8,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,24,0,1
1716099822787,19,HTTP Request,200,,Thread Group 3 3-8,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,19,0,0
1716099822806,10,HTTP Request,200,,Thread Group 3 3-8,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,10,0,0
1716099822816,32,HTTP Request,200,,Thread Group 3 3-8,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,32,0,0
1716099822848,18,HTTP Request,200,,Thread Group 3 3-8,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,18,0,0
1716099822866,9,HTTP Request,200,,Thread Group 3 3-8,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099822876,9,HTTP Request,200,,Thread Group 3 3-8,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099822885,9,HTTP Request,200,,Thread Group 3 3-8,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,9,0,0
1716099822895,8,HTTP Request,200,,Thread Group 3 3-8,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,8,0,0
1716099822903,9,HTTP Request,200,,Thread Group 3 3-8,text,true,,8942,385,1,1,http://localhost:8080/api/v1/categories/all,8,0,0
